,X,Y,Z,W,X.1,Y.1,Z.1,Frame number
0,0.5847247499999999,0.653716,0.39905125,-0.267413,-1.02671225,0.4134195,1.0895047500000001,600
1,0.584788,0.6540344285714286,0.39866242857142853,-0.2670761428571428,-1.0267075714285714,0.4134282857142857,1.089501,633
2,0.5847755714285714,0.6542884285714285,0.39838742857142856,-0.2668855714285714,-1.0267015714285714,0.41343885714285705,1.0895065714285714,667
3,0.584785,0.6541045,0.3985905,-0.26701766666666665,-1.0267028333333335,0.4134275,1.0895011666666667,700
4,0.5848505714285714,0.6544827142857143,0.3980981428571428,-0.2666827142857143,-1.026698142857143,0.4134494285714286,1.0895124285714286,733
5,0.5848135714285715,0.6543541428571429,0.39829014285714287,-0.26679214285714287,-1.0266991428571428,0.4134354285714285,1.0895075714285714,767
6,0.5848006666666667,0.6548166666666667,0.3978116666666667,-0.26639966666666665,-1.0266901666666668,0.4134523333333333,1.0895273333333333,800
7,0.5848679999999999,0.6544111428571429,0.39819571428571426,-0.26667485714285716,-1.026703857142857,0.413437,1.0895139999999999,833
8,0.5848497142857143,0.6543785714285715,0.3982638571428571,-0.266692,-1.0267014285714287,0.413436,1.0895078571428571,867
9,0.5849153333333333,0.6546426666666667,0.3978996666666667,-0.26644483333333335,-1.0266945,0.4134426666666666,1.0895188333333332,900
10,0.584853,0.6541967142857142,0.3984287142857143,-0.26688328571428566,-1.0267084285714285,0.41342899999999994,1.0895001428571427,933
11,0.5855717142857142,0.655870142857143,0.3959944285714285,-0.26480742857142864,-1.0266175714285715,0.4134514285714285,1.0895035714285715,967
12,0.5842348333333333,0.6539341666666667,0.3993971666666667,-0.2674323333333333,-1.0266460000000002,0.41345733333333334,1.0895281666666665,1000
13,0.5841861428571429,0.6535334285714286,0.39985928571428575,-0.2678292857142857,-1.0266585714285714,0.41345642857142856,1.089517,1033
14,0.5841877142857143,0.6535545714285714,0.39984328571428573,-0.2677981428571429,-1.0266520000000001,0.4134465714285714,1.0895165714285715,1066
15,0.5842118333333334,0.6536476666666667,0.3996933333333333,-0.2677411666666667,-1.0266541666666666,0.4134583333333333,1.0895183333333334,1100
16,0.5842219999999999,0.6537507142857143,0.3995741428571428,-0.26764514285714286,-1.026650857142857,0.41345871428571435,1.0895182857142858,1133
17,0.5841821428571429,0.6535957142857143,0.39980342857142853,-0.2677684285714286,-1.026657,0.4134474285714285,1.0895275714285715,1166
18,0.5841466666666667,0.6536076666666667,0.39983966666666665,-0.26776416666666664,-1.0266496666666667,0.4134508333333334,1.0895298333333334,1200
19,0.5842435714285715,0.6537857142857143,0.3995038571428572,-0.26761514285714283,-1.026659,0.4134672857142857,1.0895192857142857,1233
20,0.5840578571428573,0.6531997142857142,0.4003495714285714,-0.26819057142857144,-1.026669,0.41343657142857143,1.0895164285714285,1266
21,0.5837551666666667,0.6528748333333333,0.4010133333333334,-0.2686288333333333,-1.0266515,0.4134476666666667,1.0895243333333333,1300
22,0.5833407142857142,0.6521802857142857,0.40213428571428567,-0.26953057142857145,-1.0266802857142856,0.4134471428571428,1.0895318571428574,1333
23,0.5847067142857142,0.6539601428571429,0.3988211428571429,-0.2671984285714286,-1.0267108571428571,0.41342228571428574,1.0895059999999999,1366
24,0.5849591666666666,0.6544825,0.398044,-0.26652516666666665,-1.0267078333333333,0.4134275,1.0895115,1400
25,0.5849271428571429,0.6545648571428571,0.3979947142857143,-0.2664648571428571,-1.026707142857143,0.41343114285714283,1.0895135714285715,1433
26,0.5849067142857143,0.6545274285714286,0.3980575714285714,-0.26650857142857143,-1.0267084285714285,0.41342471428571426,1.0895180000000002,1466
27,0.5848451666666666,0.6540531666666667,0.3985895,-0.26701433333333335,-1.0267125,0.413422,1.0894993333333334,1500
28,0.5848568571428572,0.6544184285714286,0.3982031428571428,-0.26666942857142856,-1.0267114285714285,0.41343357142857146,1.0895135714285715,1533
29,0.5848558571428571,0.6542514285714286,0.3983717142857142,-0.2668287142857143,-1.0267042857142856,0.41342428571428563,1.0895074285714288,1566
30,0.5848943333333333,0.6544715,0.3981418333333333,-0.26654933333333336,-1.0267035,0.413435,1.0895223333333333,1600
31,0.5847835714285715,0.6540382857142858,0.39870171428571427,-0.26701485714285716,-1.0267102857142858,0.41341471428571436,1.0895118571428573,1633
32,0.5848555714285715,0.6543840000000001,0.3982421428571428,-0.26669785714285715,-1.0267017142857144,0.41343628571428565,1.0895172857142856,1666
33,0.5848733333333334,0.6543813333333334,0.39820900000000004,-0.26671533333333336,-1.0267031666666666,0.4134321666666667,1.0895096666666666,1700
34,0.5849182857142857,0.6545788571428571,0.39796171428571425,-0.26650042857142864,-1.0267009999999999,0.4134382857142857,1.089519,1733
