,X,Y,Z,W,X.1,Y.1,Z.1,Frame number
1822,0.476208,0.753851,0.380821,-0.244764,-1.024526,0.423274,1.090415,9698
1823,0.477829,0.752089,0.382074,-0.245074,-1.024354,0.423027,1.090404,9698
1824,0.479762,0.750512,0.383218,-0.244346,-1.024221,0.422777,1.090413,9732
1825,0.481578,0.748722,0.384544,-0.244178,-1.02406,0.422547,1.090412,9732
1826,0.483591,0.747977,0.384428,-0.242664,-1.023954,0.422334,1.090402,9732
1827,0.485528,0.746918,0.38466,-0.241687,-1.023875,0.422125,1.090395,9732
1828,0.487353,0.746294,0.384758,-0.239778,-1.023721,0.421924,1.090396,9732
1829,0.48912,0.74539,0.385187,-0.238298,-1.023605,0.421731,1.090416,9732
1830,0.491127,0.744169,0.385434,-0.237586,-1.023535,0.421554,1.090365,9732
1831,0.49275,0.743218,0.385671,-0.236817,-1.023463,0.421403,1.090357,9765
1832,0.494236,0.742494,0.385874,-0.235659,-1.023384,0.421244,1.090346,9765
1833,0.496573,0.741546,0.385553,-0.234251,-1.023315,0.421005,1.090301,9765
1834,0.499143,0.739268,0.386786,-0.233956,-1.023167,0.42085,1.090302,9765
1835,0.500994,0.73872,0.386459,-0.232264,-1.023084,0.420674,1.090293,9765
1836,0.502673,0.737714,0.38682,-0.231233,-1.022968,0.420459,1.090285,9765
1837,0.504258,0.736264,0.38777,-0.230809,-1.022876,0.420274,1.090277,9798
1838,0.505792,0.735319,0.388077,-0.229947,-1.022792,0.420074,1.090249,9798
1839,0.507383,0.73328,0.389702,-0.230208,-1.022683,0.419847,1.090207,9798
1840,0.50935,0.732807,0.389356,-0.227943,-1.022573,0.419624,1.09025,9798
1841,0.511561,0.73152,0.389417,-0.227021,-1.022502,0.419368,1.090205,9798
1842,0.513238,0.731094,0.388936,-0.225429,-1.022411,0.419195,1.090193,9798
1843,0.514326,0.729669,0.39023,-0.225327,-1.022281,0.418968,1.090148,9798
1844,0.516076,0.72954,0.389111,-0.223673,-1.02223,0.418862,1.090149,9832
1845,0.517294,0.727701,0.39087,-0.223783,-1.022081,0.418678,1.090121,9832
1846,0.519183,0.727629,0.389757,-0.221574,-1.022015,0.418549,1.090174,9832
1847,0.521523,0.726415,0.389477,-0.220552,-1.021941,0.418311,1.090124,9832
1848,0.523263,0.72559,0.389344,-0.219377,-1.021857,0.418146,1.090108,9832
1849,0.524854,0.72466,0.389382,-0.218581,-1.021804,0.417967,1.090097,9832
1850,0.526279,0.723533,0.389813,-0.21812,-1.021734,0.417818,1.090095,9832
1851,0.527587,0.722687,0.390063,-0.217318,-1.021683,0.41769,1.090106,9865
1852,0.528664,0.721929,0.3904,-0.216613,-1.021629,0.417601,1.090107,9865
1853,0.52944,0.72164,0.390447,-0.215594,-1.021567,0.417521,1.09013,9865
1854,0.530269,0.721061,0.390638,-0.215148,-1.021549,0.417465,1.090119,9865
1855,0.530739,0.720422,0.391241,-0.215031,-1.021505,0.417428,1.090129,9865
1856,0.532353,0.715366,0.396995,-0.21736,-1.021587,0.417016,1.090098,9865
1857,0.532395,0.715262,0.397312,-0.217025,-1.021578,0.417009,1.090053,9898
1858,0.532931,0.73157,0.375126,-0.200176,-1.021205,0.417991,1.090317,9898
1859,0.530987,0.720675,0.390917,-0.21416,-1.021451,0.41751,1.090053,9898
1860,0.532412,0.732627,0.374289,-0.199257,-1.021191,0.418123,1.090252,9898
1861,0.530079,0.721613,0.390532,-0.213954,-1.02148,0.417655,1.090026,9898
1862,0.531765,0.732737,0.374747,-0.199719,-1.02124,0.418253,1.090248,9898
1863,0.531985,0.732323,0.374981,-0.20021,-1.021223,0.418343,1.090271,9898
1864,0.531944,0.732834,0.374311,-0.199703,-1.021236,0.418395,1.090269,9932
1865,0.532119,0.732456,0.374784,-0.199738,-1.02125,0.418438,1.090271,9932
1866,0.532531,0.732591,0.374355,-0.198944,-1.021253,0.418481,1.090279,9932
1867,0.533011,0.732418,0.374255,-0.198485,-1.021263,0.418503,1.090278,9932
1868,0.533661,0.732023,0.374333,-0.198047,-1.02125,0.418486,1.09031,9932
1869,0.53219,0.719882,0.391564,-0.212654,-1.021479,0.417879,1.090068,9932
1870,0.533232,0.719135,0.39176,-0.212208,-1.021435,0.417826,1.090036,9932
1871,0.535223,0.713869,0.397725,-0.213877,-1.021519,0.417428,1.090052,9965
1872,0.536029,0.713155,0.398193,-0.213369,-1.021477,0.417329,1.090035,9965
1873,0.536874,0.712616,0.398386,-0.212683,-1.02142,0.417286,1.090046,9965
1874,0.536303,0.709905,0.402343,-0.215715,-1.02125,0.417079,1.089986,9965
1875,0.537038,0.709389,0.402554,-0.215194,-1.021197,0.416998,1.089954,9965
1876,0.538269,0.710256,0.400519,-0.213043,-1.021151,0.416975,1.089951,9965
1877,0.538576,0.709171,0.401769,-0.213528,-1.021087,0.416908,1.089929,9998
1878,0.53884,0.708086,0.402966,-0.214204,-1.021041,0.416848,1.089888,9998
1879,0.539155,0.708431,0.402338,-0.213451,-1.020973,0.416872,1.089895,9998
1880,0.539241,0.709019,0.401681,-0.212516,-1.020881,0.41689,1.089868,9998
1881,0.539708,0.707797,0.402836,-0.213218,-1.020872,0.416906,1.089856,9998
1882,0.540306,0.708317,0.40174,-0.212042,-1.020834,0.417009,1.089872,9998
1883,0.540961,0.708765,0.400746,-0.210753,-1.020778,0.41711,1.089878,9998
1884,0.541754,0.708875,0.399977,-0.2098,-1.020747,0.417216,1.089894,10032
1885,0.542431,0.707909,0.400693,-0.209948,-1.020734,0.417286,1.089884,10032
1886,0.54434,0.709832,0.396977,-0.205525,-1.02079,0.417516,1.089868,10032
1887,0.545414,0.709302,0.396877,-0.2047,-1.020784,0.417623,1.089878,10032
1888,0.546446,0.709151,0.396302,-0.203581,-1.020755,0.417732,1.089887,10032
1889,0.548414,0.708299,0.395686,-0.202454,-1.02073,0.417959,1.089973,10032
1890,0.549241,0.708286,0.395184,-0.201235,-1.020664,0.418049,1.08997,10032
1891,0.550164,0.707751,0.395159,-0.200642,-1.020659,0.418131,1.089968,10065
1892,0.550253,0.710689,0.39055,-0.199031,-1.020623,0.418504,1.089858,10065
1893,0.551339,0.706819,0.395577,-0.199876,-1.020565,0.418254,1.08996,10065
1894,0.551845,0.706708,0.39532,-0.199384,-1.020536,0.418313,1.089951,10065
1895,0.552164,0.706409,0.395448,-0.199306,-1.020464,0.418397,1.089955,10065
1896,0.552522,0.705833,0.395903,-0.199451,-1.020421,0.41841,1.089932,10065
1897,0.552894,0.705569,0.395997,-0.199162,-1.020374,0.418468,1.089922,10098
1898,0.553151,0.705536,0.395835,-0.198891,-1.020326,0.418511,1.089919,10098
1899,0.553684,0.705362,0.395569,-0.198553,-1.020271,0.418562,1.089916,10098
1900,0.554143,0.705091,0.39554,-0.198295,-1.020208,0.418574,1.089899,10098
1901,0.554974,0.704191,0.396,-0.198251,-1.020137,0.418632,1.08988,10098
1902,0.555872,0.703306,0.39642,-0.198036,-1.020065,0.41867,1.089873,10098
1903,0.55614,0.70175,0.398581,-0.198464,-1.019928,0.418808,1.089899,10098
1904,0.557643,0.700164,0.399357,-0.198289,-1.019847,0.418853,1.089861,10132
1905,0.559314,0.698677,0.399948,-0.197635,-1.019781,0.418918,1.089826,10132
1906,0.561868,0.697253,0.399347,-0.196633,-1.019743,0.418912,1.089747,10132
1907,0.561507,0.691647,0.406786,-0.202137,-1.019598,0.418761,1.089646,10132
1908,0.563256,0.690868,0.40642,-0.200664,-1.019511,0.418906,1.089623,10132
1909,0.56467,0.688134,0.408697,-0.201462,-1.019421,0.419011,1.089576,10132
1910,0.56701,0.68538,0.410131,-0.201364,-1.019303,0.419243,1.089572,10132
1911,0.568111,0.683233,0.412072,-0.201591,-1.019225,0.419368,1.089484,10165
1912,0.569747,0.683084,0.411064,-0.19953,-1.019088,0.419551,1.089469,10165
1913,0.571079,0.681522,0.41198,-0.199169,-1.018994,0.419643,1.089427,10165
1914,0.572601,0.680074,0.412786,-0.198078,-1.018883,0.419835,1.08937,10165
1915,0.574722,0.67983,0.411273,-0.195907,-1.018748,0.41997,1.089362,10165
1916,0.575701,0.677841,0.412995,-0.196306,-1.018638,0.42005,1.089344,10165
1917,0.577686,0.677614,0.41162,-0.194131,-1.018496,0.420218,1.089389,10198
1918,0.579069,0.676151,0.412276,-0.19372,-1.018335,0.420333,1.089398,10198
1919,0.581151,0.675171,0.41156,-0.192421,-1.01815,0.420538,1.089443,10198
1920,0.58338,0.675835,0.408791,-0.18922,-1.017926,0.42078,1.089494,10198
1921,0.574992,0.633167,0.463433,-0.231761,-1.017823,0.419098,1.088369,10198
1922,0.58716,0.673393,0.408509,-0.186828,-1.017582,0.421123,1.089476,10198
1923,0.589294,0.671789,0.408544,-0.185805,-1.017381,0.421353,1.08949,10198
1924,0.581998,0.631444,0.461509,-0.222634,-1.018488,0.419736,1.088428,10232
1925,0.583751,0.630411,0.461505,-0.220976,-1.018343,0.419929,1.088412,10232
1926,0.585268,0.628821,0.462198,-0.220044,-1.018199,0.42012,1.088392,10232
1927,0.587257,0.627628,0.462072,-0.218408,-1.018049,0.420366,1.088369,10232
1928,0.589096,0.627567,0.460567,-0.216805,-1.017654,0.420615,1.08831,10232
1929,0.590672,0.626704,0.460469,-0.215214,-1.017519,0.420848,1.088275,10232
1930,0.593406,0.626827,0.458171,-0.212217,-1.017355,0.421007,1.088182,10232
1931,0.595195,0.624855,0.458885,-0.211483,-1.017231,0.421235,1.088202,10265
1932,0.596668,0.624566,0.458087,-0.209908,-1.017102,0.421403,1.088185,10265
1933,0.597654,0.623507,0.458591,-0.209149,-1.016979,0.421531,1.088138,10265
1934,0.599676,0.623811,0.456676,-0.206628,-1.016768,0.421811,1.0882,10265
1935,0.60099,0.622622,0.4568,-0.206123,-1.016631,0.421936,1.088218,10265
1936,0.601931,0.621631,0.4571,-0.205704,-1.016517,0.422022,1.088204,10265
1937,0.602679,0.620574,0.457632,-0.205523,-1.016417,0.422071,1.088201,10298
1938,0.603638,0.620352,0.457098,-0.204563,-1.016321,0.422123,1.088224,10298
1939,0.60454,0.619921,0.456727,-0.204034,-1.016251,0.422151,1.088217,10298
1940,0.605281,0.620119,0.455877,-0.203135,-1.016152,0.42218,1.08822,10298
1941,0.60573,0.619942,0.455651,-0.202845,-1.0161,0.422186,1.088233,10298
1942,0.606003,0.61906,0.456303,-0.203255,-1.016059,0.422161,1.088234,10298
1943,0.605117,0.615218,0.461201,-0.206477,-1.016083,0.422011,1.088147,10298
1944,0.606285,0.617969,0.457349,-0.203383,-1.016027,0.422106,1.088243,10332
1945,0.605532,0.614448,0.461765,-0.206294,-1.016082,0.421939,1.088155,10332
1946,0.605858,0.613952,0.462107,-0.20605,-1.016085,0.42189,1.088169,10332
1947,0.605888,0.613873,0.462193,-0.206004,-1.016089,0.42188,1.088166,10332
1948,0.606173,0.614552,0.461213,-0.205334,-1.016087,0.421875,1.088203,10332
1949,0.606111,0.613975,0.461887,-0.205728,-1.016101,0.421823,1.088197,10332
1950,0.606009,0.614269,0.461663,-0.205655,-1.016126,0.42179,1.088212,10332
1951,0.605848,0.614771,0.461254,-0.205547,-1.016137,0.421786,1.088239,10365
1952,0.605359,0.614153,0.462345,-0.20638,-1.01617,0.421707,1.08824,10365
1953,0.604994,0.613983,0.462791,-0.206959,-1.016196,0.421656,1.088243,10365
1954,0.604664,0.614207,0.462817,-0.207199,-1.016213,0.421587,1.088252,10365
1955,0.604463,0.614654,0.462469,-0.207237,-1.016227,0.421553,1.08828,10365
1956,0.60436,0.615053,0.462083,-0.207216,-1.016243,0.421521,1.088304,10365
1957,0.603858,0.615169,0.462347,-0.207745,-1.016283,0.421437,1.088307,10398
1958,0.603429,0.615716,0.46212,-0.207877,-1.016314,0.421403,1.088333,10398
1959,0.602941,0.615697,0.462429,-0.208658,-1.016371,0.421318,1.08833,10398
1960,0.602429,0.616307,0.46222,-0.208802,-1.016402,0.42129,1.088359,10398
1961,0.601687,0.615843,0.463317,-0.209875,-1.016446,0.421204,1.08834,10398
1962,0.601091,0.616835,0.462766,-0.209884,-1.01649,0.421142,1.088344,10398
1963,0.600945,0.617884,0.46174,-0.209478,-1.016525,0.421133,1.088366,10398
1964,0.600211,0.617949,0.462159,-0.210463,-1.016546,0.421046,1.088381,10432
1965,0.599943,0.617909,0.462354,-0.210917,-1.016588,0.421009,1.088393,10432
1966,0.599437,0.618518,0.462119,-0.211084,-1.016624,0.420973,1.088403,10432
1967,0.598655,0.619353,0.461887,-0.211364,-1.01671,0.420882,1.088379,10432
1968,0.598348,0.619947,0.461471,-0.211402,-1.01674,0.420844,1.088385,10432
1969,0.597684,0.619588,0.462373,-0.212357,-1.01679,0.420802,1.088377,10432
1970,0.59766,0.620545,0.461289,-0.211989,-1.016812,0.420773,1.088387,10432
1971,0.597281,0.62087,0.461221,-0.212253,-1.016851,0.420726,1.088376,10465
1972,0.596714,0.621304,0.46123,-0.212558,-1.016876,0.420682,1.08839,10465
1973,0.596044,0.621343,0.461757,-0.213179,-1.016931,0.420601,1.088365,10465
1974,0.595423,0.621637,0.4619,-0.213746,-1.016973,0.420536,1.088368,10465
1975,0.595166,0.622546,0.461017,-0.213724,-1.016996,0.420508,1.088387,10465
1976,0.594282,0.623725,0.460539,-0.213774,-1.017028,0.42033,1.088351,10465
1977,0.593631,0.624067,0.460604,-0.214444,-1.017069,0.420232,1.088356,10498
1978,0.592771,0.625012,0.46018,-0.214984,-1.017108,0.420142,1.088385,10498
1979,0.59186,0.625547,0.46028,-0.215718,-1.017166,0.420033,1.0884,10498
1980,0.590588,0.62482,0.462061,-0.217496,-1.017455,0.419827,1.088464,10498
1981,0.589552,0.625696,0.46187,-0.218196,-1.017531,0.41972,1.088481,10498
1982,0.58857,0.626603,0.46165,-0.218708,-1.017591,0.419618,1.08852,10498
1983,0.587451,0.628192,0.46071,-0.219141,-1.0177,0.419451,1.088505,10498
1984,0.586448,0.629374,0.460104,-0.219707,-1.017797,0.419329,1.088533,10532
1985,0.584979,0.629741,0.460599,-0.221529,-1.017874,0.419142,1.088567,10532
1986,0.583831,0.630377,0.460683,-0.22257,-1.017979,0.418972,1.088596,10532
1987,0.582092,0.631772,0.460507,-0.223532,-1.018126,0.418771,1.088605,10532
1988,0.580793,0.632149,0.460922,-0.224985,-1.018221,0.418628,1.088646,10532
1989,0.579481,0.632312,0.461618,-0.226478,-1.01834,0.418453,1.088665,10532
1990,0.578294,0.633573,0.46097,-0.227306,-1.018432,0.418286,1.088691,10532
1991,0.584831,0.674598,0.408581,-0.18961,-1.017212,0.41988,1.089787,10565
1992,0.584139,0.676255,0.406983,-0.189276,-1.017308,0.41972,1.089798,10565
1993,0.582241,0.676664,0.408209,-0.191015,-1.017455,0.419469,1.089755,10565
1994,0.58049,0.677086,0.409024,-0.193093,-1.017561,0.41925,1.089781,10565
1995,0.578702,0.677414,0.41014,-0.194936,-1.017694,0.419028,1.089786,10565
1996,0.575998,0.67705,0.412875,-0.198404,-1.017839,0.418773,1.089805,10565
1997,0.573592,0.677527,0.414298,-0.200767,-1.017987,0.418507,1.089773,10598
1998,0.570608,0.678919,0.415116,-0.202864,-1.018177,0.418166,1.089771,10598
1999,0.572214,0.684457,0.406586,-0.19692,-1.018517,0.418148,1.089802,10598
2000,0.569089,0.687528,0.405426,-0.197666,-1.018678,0.41784,1.089806,10598
2001,0.56575,0.687522,0.408364,-0.201193,-1.018839,0.417516,1.089822,10598
2002,0.563944,0.688395,0.408662,-0.202668,-1.018998,0.417221,1.08984,10598
2003,0.561949,0.689573,0.408676,-0.204174,-1.019136,0.416958,1.089886,10598
2004,0.560269,0.690456,0.408899,-0.205354,-1.019281,0.41667,1.089898,10632
2005,0.555479,0.68535,0.418891,-0.215101,-1.019373,0.41605,1.0898,10632
2006,0.554236,0.684729,0.420469,-0.217197,-1.019522,0.415807,1.089792,10632
2007,0.552515,0.685778,0.420734,-0.217758,-1.019695,0.415577,1.089759,10632
2008,0.552379,0.687482,0.418851,-0.216355,-1.019773,0.415565,1.089814,10632
2009,0.551928,0.686642,0.420212,-0.217533,-1.019852,0.415491,1.089788,10632
2010,0.55191,0.686631,0.420339,-0.217367,-1.019888,0.415517,1.08979,10632
2011,0.552231,0.686845,0.419911,-0.216702,-1.019899,0.415588,1.089797,10665
2012,0.552527,0.687423,0.419038,-0.215802,-1.01988,0.415692,1.089839,10665
2013,0.552705,0.686781,0.419701,-0.216099,-1.019853,0.415748,1.089836,10665
2014,0.553137,0.686403,0.419774,-0.216055,-1.019798,0.415831,1.089879,10665
2015,0.552097,0.684441,0.42297,-0.218691,-1.019744,0.415847,1.089899,10665
2016,0.557021,0.691762,0.410107,-0.207376,-1.019696,0.416341,1.090067,10665
2017,0.556784,0.692399,0.409533,-0.207021,-1.019634,0.416354,1.090113,10698
2018,0.556312,0.693059,0.409013,-0.207111,-1.019623,0.416262,1.090122,10698
2019,0.556091,0.693316,0.408769,-0.207323,-1.019587,0.416197,1.090132,10698
2020,0.555968,0.693452,0.408611,-0.207512,-1.019567,0.416115,1.090152,10698
2021,0.555551,0.693555,0.40879,-0.207932,-1.019552,0.416008,1.090153,10698
2022,0.555351,0.693705,0.408699,-0.208142,-1.019536,0.415922,1.090159,10698
2023,0.555196,0.693163,0.409376,-0.209032,-1.019549,0.415845,1.090154,10698
2024,0.554934,0.693717,0.408935,-0.20875,-1.019548,0.415841,1.090168,10732
2025,0.554855,0.69362,0.409108,-0.208944,-1.019581,0.415811,1.09015,10732
2026,0.55463,0.693547,0.409353,-0.209303,-1.019616,0.415821,1.090135,10732
2027,0.554349,0.693764,0.409356,-0.209324,-1.019655,0.415846,1.090126,10732
2028,0.549911,0.685849,0.422382,-0.220912,-1.019652,0.415441,1.089976,10732
2029,0.554375,0.694983,0.407911,-0.20803,-1.019755,0.415957,1.090118,10732
2030,0.554244,0.694735,0.4083,-0.208442,-1.019798,0.41597,1.090105,10732
2031,0.553945,0.695491,0.407625,-0.208038,-1.019822,0.416022,1.090111,10765
2032,0.549553,0.688502,0.419471,-0.21909,-1.019816,0.415597,1.089995,10765
2033,0.549126,0.688672,0.4196,-0.219378,-1.019835,0.41558,1.089983,10765
2034,0.549063,0.68973,0.418267,-0.218757,-1.019845,0.415586,1.090002,10765
2035,0.548743,0.690701,0.417365,-0.218221,-1.019843,0.415606,1.090013,10765
2036,0.551203,0.696417,0.408499,-0.210492,-1.01988,0.415865,1.090059,10765
2037,0.550944,0.69654,0.40848,-0.210802,-1.019894,0.415811,1.090034,10798
2038,0.546819,0.691626,0.417675,-0.219522,-1.019854,0.415398,1.089907,10798
2039,0.546658,0.692895,0.416229,-0.218667,-1.019852,0.415434,1.08993,10798
2040,0.546375,0.69332,0.41589,-0.218672,-1.019843,0.41541,1.089904,10798
2041,0.54606,0.69336,0.416055,-0.219019,-1.019863,0.415403,1.089884,10798
2042,0.545906,0.694005,0.415358,-0.218683,-1.01986,0.415426,1.08988,10798
2043,0.545703,0.693018,0.416638,-0.21988,-1.019876,0.415379,1.089837,10798
2044,0.54584,0.693731,0.415651,-0.21916,-1.019871,0.415423,1.089839,10832
2045,0.54583,0.693868,0.415439,-0.21915,-1.019903,0.415435,1.089839,10832
2046,0.545761,0.69411,0.415279,-0.21886,-1.019906,0.41546,1.089853,10832
2047,0.545713,0.69376,0.415665,-0.219356,-1.019956,0.415439,1.089819,10832
2048,0.545615,0.694226,0.415226,-0.218956,-1.01997,0.415463,1.089823,10832
2049,0.545595,0.694645,0.4147,-0.218675,-1.019994,0.415462,1.089829,10832
2050,0.545703,0.695862,0.413192,-0.217385,-1.019991,0.415517,1.089869,10832
2051,0.545646,0.696232,0.412784,-0.21712,-1.02,0.415534,1.089881,10865
2052,0.545468,0.69563,0.413625,-0.217895,-1.020028,0.415494,1.089851,10865
2053,0.545404,0.695773,0.413509,-0.217818,-1.020033,0.415485,1.089846,10865
2054,0.545459,0.696491,0.412601,-0.217108,-1.020015,0.415511,1.08986,10865
2055,0.545318,0.695945,0.413313,-0.217854,-1.020004,0.415478,1.089829,10865
2056,0.545107,0.694801,0.414889,-0.219038,-1.02001,0.415417,1.089784,10865
2057,0.545215,0.695446,0.413971,-0.218457,-1.019985,0.415438,1.089802,10898
2058,0.545161,0.695614,0.413821,-0.21834,-1.019971,0.41542,1.089802,10898
2059,0.545068,0.695189,0.414428,-0.218776,-1.019956,0.415409,1.089789,10898
2060,0.545158,0.695453,0.414039,-0.218447,-1.019951,0.415412,1.089784,10898
2061,0.545003,0.694507,0.415292,-0.219462,-1.019947,0.415359,1.089769,10898
2062,0.545029,0.694256,0.415648,-0.219519,-1.019954,0.415318,1.089751,10898
2063,0.544971,0.693627,0.416406,-0.220215,-1.019966,0.4153,1.089741,10898
2064,0.544969,0.693245,0.416889,-0.220507,-1.019956,0.415266,1.089745,10932
2065,0.544884,0.692681,0.417628,-0.221093,-1.019963,0.415202,1.08973,10932
2066,0.545188,0.693669,0.416246,-0.219847,-1.019963,0.415228,1.089774,10932
2067,0.544717,0.690889,0.419838,-0.222917,-1.020004,0.415092,1.089716,10932
2068,0.545079,0.692319,0.417935,-0.221162,-1.019985,0.415141,1.089765,10932
2069,0.545242,0.692457,0.417646,-0.220878,-1.019978,0.415138,1.089798,10932
2070,0.545141,0.692587,0.41762,-0.220767,-1.019984,0.415116,1.089811,10932
2071,0.545223,0.692806,0.417307,-0.220469,-1.019971,0.415111,1.089841,10965
2072,0.54524,0.692409,0.417787,-0.220766,-1.019975,0.415084,1.08984,10965
2073,0.545354,0.692668,0.417408,-0.220386,-1.019974,0.415102,1.089867,10965
2074,0.545155,0.691419,0.419036,-0.221709,-1.019984,0.415022,1.089853,10965
2075,0.545423,0.69218,0.417906,-0.220808,-1.01996,0.415061,1.089885,10965
2076,0.545447,0.692561,0.417495,-0.220327,-1.019934,0.41508,1.089919,10965
2077,0.545407,0.691768,0.418474,-0.221061,-1.019942,0.415037,1.089913,10998
2078,0.54557,0.692544,0.417418,-0.220223,-1.019916,0.415062,1.089936,10998
2079,0.54546,0.69209,0.418041,-0.220741,-1.019919,0.415054,1.089939,10998
2080,0.54561,0.691971,0.418079,-0.22067,-1.019915,0.415027,1.089937,10998
2081,0.545498,0.691533,0.418667,-0.221205,-1.019919,0.415016,1.089946,10998
2082,0.545554,0.691786,0.418337,-0.220903,-1.0199,0.415028,1.089963,10998
2083,0.545177,0.690877,0.41974,-0.222011,-1.019917,0.414976,1.089929,10998
2084,0.545112,0.690185,0.420555,-0.222781,-1.019928,0.414963,1.089928,11032
2085,0.5454,0.691124,0.419238,-0.221643,-1.019918,0.414982,1.089935,11032
2086,0.545319,0.690478,0.420051,-0.222315,-1.019932,0.414957,1.08992,11032
2087,0.545234,0.690694,0.419875,-0.222188,-1.019927,0.414963,1.08992,11032
2088,0.545409,0.690855,0.419544,-0.221881,-1.019924,0.414958,1.08992,11032
2089,0.545429,0.690347,0.420154,-0.222259,-1.019934,0.414951,1.089902,11032
2090,0.545416,0.69057,0.419918,-0.222043,-1.019933,0.414949,1.089904,11032
2091,0.54517,0.689348,0.421562,-0.223325,-1.019964,0.414883,1.089863,11065
2092,0.545498,0.691063,0.419353,-0.221376,-1.019927,0.414956,1.08991,11065
2093,0.545324,0.689824,0.420907,-0.222717,-1.019949,0.414874,1.08986,11065
2094,0.545523,0.690136,0.420434,-0.222154,-1.019936,0.414898,1.089859,11065
2095,0.545411,0.689774,0.421005,-0.222471,-1.019937,0.414861,1.089838,11065
2096,0.545278,0.688557,0.422546,-0.223643,-1.019939,0.414789,1.089821,11065
2097,0.545291,0.688215,0.422941,-0.223916,-1.019939,0.414766,1.089792,11098
2098,0.545667,0.689368,0.421291,-0.222561,-1.0199,0.414801,1.089829,11098
2099,0.545484,0.687744,0.423346,-0.224128,-1.01992,0.414714,1.0898,11098
2100,0.545731,0.68844,0.422421,-0.223133,-1.019868,0.414739,1.089824,11098
2101,0.54677,0.689187,0.42067,-0.221586,-1.019866,0.414686,1.089807,11098
2102,0.545599,0.686764,0.424496,-0.224678,-1.019898,0.414645,1.089824,11098
2103,0.546857,0.68829,0.421722,-0.222162,-1.019856,0.414645,1.089839,11098
2104,0.545633,0.68605,0.425349,-0.225162,-1.019862,0.414584,1.08985,11132
2105,0.546961,0.68767,0.422367,-0.222599,-1.019847,0.414592,1.089903,11132
2106,0.54683,0.686595,0.42377,-0.223569,-1.019866,0.414515,1.089884,11132
2107,0.547132,0.686457,0.423694,-0.223398,-1.019856,0.414504,1.089938,11132
2108,0.547181,0.685879,0.42436,-0.223788,-1.019861,0.414463,1.089958,11132
2109,0.547033,0.684933,0.425628,-0.224639,-1.01986,0.414388,1.089966,11132
2110,0.547304,0.685064,0.425286,-0.224228,-1.019846,0.414378,1.090003,11132
2111,0.54743,0.68434,0.426062,-0.224656,-1.019851,0.414317,1.09,11165
2112,0.552114,0.691643,0.413717,-0.213629,-1.019937,0.414687,1.090178,11165
2113,0.547593,0.682762,0.427807,-0.22574,-1.01984,0.414218,1.090008,11165
2114,0.552227,0.691205,0.414206,-0.213808,-1.019897,0.41464,1.090208,11165
2115,0.547825,0.681886,0.428667,-0.226194,-1.019833,0.414144,1.090016,11165
2116,0.552648,0.690004,0.415337,-0.214405,-1.019889,0.414558,1.090189,11165
2117,0.552856,0.689793,0.415432,-0.214363,-1.019867,0.414526,1.090207,11198
2118,0.553148,0.689788,0.415262,-0.213956,-1.019851,0.414502,1.090212,11198
2119,0.548411,0.680697,0.429827,-0.226154,-1.019762,0.414027,1.090053,11198
2120,0.548696,0.680026,0.430441,-0.226313,-1.019757,0.413989,1.090069,11198
2121,0.548914,0.679188,0.431394,-0.226485,-1.019741,0.413957,1.090093,11198
2122,0.549661,0.677976,0.432163,-0.22684,-1.019725,0.413987,1.090143,11198
2123,0.549194,0.677164,0.433663,-0.227534,-1.019718,0.41383,1.09011,11198
2124,0.549953,0.676306,0.434014,-0.227584,-1.019689,0.413841,1.090187,11232
2125,0.555147,0.684102,0.420934,-0.215942,-1.019742,0.414227,1.090372,11232
2126,0.555516,0.683413,0.421543,-0.215987,-1.019754,0.414149,1.090418,11232
2127,0.555685,0.682841,0.422104,-0.216265,-1.019731,0.414094,1.090453,11232
2128,0.555923,0.682578,0.422285,-0.216132,-1.019719,0.414054,1.090476,11232
2129,0.55596,0.681868,0.423165,-0.216555,-1.019694,0.413986,1.090499,11232
2130,0.555924,0.681943,0.423144,-0.21645,-1.019679,0.413992,1.090537,11232
2131,0.556154,0.681633,0.423415,-0.216305,-1.019673,0.413982,1.090556,11265
2132,0.556105,0.681667,0.423511,-0.216137,-1.019656,0.413981,1.090592,11265
2133,0.556324,0.681646,0.423514,-0.215632,-1.019653,0.413968,1.090624,11265
2134,0.556159,0.681515,0.423831,-0.215854,-1.019639,0.413961,1.090641,11265
2135,0.556487,0.68126,0.423849,-0.215776,-1.019646,0.413947,1.09064,11265
2136,0.556328,0.681559,0.423744,-0.215446,-1.019621,0.413953,1.090667,11265
2137,0.556439,0.681369,0.423927,-0.2154,-1.019627,0.413938,1.090671,11298
2138,0.556653,0.681339,0.423791,-0.21521,-1.019614,0.41392,1.090677,11298
2139,0.556653,0.681676,0.423468,-0.21478,-1.019592,0.413926,1.090705,11298
2140,0.553702,0.676555,0.431849,-0.221799,-1.01952,0.413623,1.09062,11298
2141,0.553886,0.676826,0.43145,-0.221286,-1.019496,0.413621,1.090636,11298
2142,0.557212,0.681597,0.423265,-0.213978,-1.019551,0.413877,1.090719,11298
2143,0.553888,0.675347,0.433223,-0.222333,-1.01947,0.413554,1.090627,11298
2144,0.554388,0.674957,0.433265,-0.222191,-1.019476,0.41352,1.090625,11332
2145,0.554281,0.674201,0.434296,-0.222737,-1.01946,0.413495,1.090632,11332
